census_tract_number,state,county,tract_type,acs_data_source
72025201800,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025201900,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202000,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202100,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202200,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202300,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202402,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202403,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202404,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202500,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202601,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202602,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202701,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202702,Puerto Rico,Caguas,Low-Income Community,2011-2015
72025202800,Puerto Rico,Caguas,Low-Income Community,2011-2015
72027320100,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320200,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320300,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320401,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320402,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320500,Puerto Rico,Camuy,Low-Income Community,2011-2015
72027320600,Puerto Rico,Camuy,Low-Income Community,2011-2015
72029100101,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100103,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100104,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100200,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100400,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100502,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100503,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100504,Puerto Rico,Canóvanas,Non-LIC Contiguous,2011-2015
72029100601,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100602,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100700,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72029100800,Puerto Rico,Canóvanas,Low-Income Community,2011-2015
72031050105,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050110,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050211,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050212,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050221,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050222,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050231,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050232,Puerto Rico,Carolina,Non-LIC Contiguous,2011-2015
72031050241,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050242,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050302,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050311,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050321,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050331,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050341,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050401,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050402,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050501,Puerto Rico,Carolina,Non-LIC Contiguous,2011-2015
72031050503,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050504,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050600,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050700,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050803,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050811,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050812,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050821,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050822,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050831,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050841,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050901,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031050902,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031051001,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031051002,Puerto Rico,Carolina,Low-Income Community,2011-2015
72031051102,Puerto Rico,Carolina,Low-Income Community,2011-2015
72033020200,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020302,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020403,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020422,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020423,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020425,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020426,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033020427,Puerto Rico,Cataño,Low-Income Community,2011-2015
72033980003,Puerto Rico,Cataño,Low-Income Community,2011-2015
72035260100,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260201,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260202,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260300,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260400,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260500,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260600,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260700,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260800,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260901,Puerto Rico,Cayey,Low-Income Community,2011-2015
72035260902,Puerto Rico,Cayey,Low-Income Community,2011-2015
72037160201,Puerto Rico,Ceiba,Low-Income Community,2011-2015
72037160202,Puerto Rico,Ceiba,Low-Income Community,2011-2015
72037160300,Puerto Rico,Ceiba,Low-Income Community,2011-2015
72039955600,Puerto Rico,Ciales,Low-Income Community,2011-2015
72039955700,Puerto Rico,Ciales,Low-Income Community,2011-2015
72039955800,Puerto Rico,Ciales,Low-Income Community,2011-2015
72039955900,Puerto Rico,Ciales,Low-Income Community,2011-2015
72041240101,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240102,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240201,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240202,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240300,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240401,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240402,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240500,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240601,Puerto Rico,Cidra,Low-Income Community,2011-2015
72041240602,Puerto Rico,Cidra,Low-Income Community,2011-2015
72043953900,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954000,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954100,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954200,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954300,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954400,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954500,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954600,Puerto Rico,Coamo,Low-Income Community,2011-2015
72043954700,Puerto Rico,Coamo,Low-Income Community,2011-2015
72045951700,Puerto Rico,Comerío,Low-Income Community,2011-2015
72045951800,Puerto Rico,Comerío,Low-Income Community,2011-2015
72045951900,Puerto Rico,Comerío,Low-Income Community,2011-2015
72045952000,Puerto Rico,Comerío,Low-Income Community,2011-2015
72045952100,Puerto Rico,Comerío,Low-Income Community,2011-2015
72047530100,Puerto Rico,Corozal,Low-Income Community,2011-2015
72047530200,Puerto Rico,Corozal,Low-Income Community,2011-2015
72047530300,Puerto Rico,Corozal,Low-Income Community,2011-2015
72047530400,Puerto Rico,Corozal,Low-Income Community,2011-2015
72047530500,Puerto Rico,Corozal,Low-Income Community,2011-2015
72047530600,Puerto Rico,Corozal,Low-Income Community,2011-2015
72049950500,Puerto Rico,Culebra,Low-Income Community,2011-2015
72051540100,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540200,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540300,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540400,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540500,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540600,Puerto Rico,Dorado,Low-Income Community,2011-2015
72051540700,Puerto Rico,Dorado,Low-Income Community,2011-2015
72053150102,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150104,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150200,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150301,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150302,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150400,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150500,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150601,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72053150602,Puerto Rico,Fajardo,Low-Income Community,2011-2015
72054580100,Puerto Rico,Florida,Low-Income Community,2011-2015
72054580200,Puerto Rico,Florida,Low-Income Community,2011-2015
72055960900,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961000,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961100,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961200,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961300,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961400,Puerto Rico,Guánica,Low-Income Community,2011-2015
72055961500,Puerto Rico,Guánica,Low-Income Community,2011-2015
72057270100,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270201,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270202,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270300,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270400,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270500,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270600,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270700,Puerto Rico,Guayama,Low-Income Community,2011-2015
72057270800,Puerto Rico,Guayama,Low-Income Community,2011-2015
72059740101,Puerto Rico,Guayanilla,Low-Income Community,2011-2015
72059740102,Puerto Rico,Guayanilla,Low-Income Community,2011-2015
72059740200,Puerto Rico,Guayanilla,Low-Income Community,2011-2015
72059740300,Puerto Rico,Guayanilla,Low-Income Community,2011-2015
72059740400,Puerto Rico,Guayanilla,Low-Income Community,2011-2015
72061040101,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040102,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040103,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040200,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040302,Puerto Rico,Guaynabo,Non-LIC Contiguous,2011-2015
72061040303,Puerto Rico,Guaynabo,Non-LIC Contiguous,2011-2015
72061040304,Puerto Rico,Guaynabo,Non-LIC Contiguous,2011-2015
72061040403,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040411,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040421,Puerto Rico,Guaynabo,Non-LIC Contiguous,2011-2015
72061040422,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040432,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040442,Puerto Rico,Guaynabo,Non-LIC Contiguous,2011-2015
72061040500,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040601,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040700,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040800,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061040900,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061041000,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72061041100,Puerto Rico,Guaynabo,Low-Income Community,2011-2015
72063210100,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210201,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210202,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210300,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210400,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210502,Puerto Rico,Gurabo,Non-LIC Contiguous,2011-2015
72063210503,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72063210504,Puerto Rico,Gurabo,Low-Income Community,2011-2015
72065310100,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72065310200,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72065310300,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72065310400,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72065310500,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72065310600,Puerto Rico,Hatillo,Low-Income Community,2011-2015
72067820100,Puerto Rico,Hormigueros,Low-Income Community,2011-2015
72067820300,Puerto Rico,Hormigueros,Low-Income Community,2011-2015
72067820400,Puerto Rico,Hormigueros,Low-Income Community,2011-2015
72067820500,Puerto Rico,Hormigueros,Low-Income Community,2011-2015
72069180100,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180201,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180202,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180301,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180302,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180400,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180500,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180600,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180700,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180800,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180901,Puerto Rico,Humacao,Low-Income Community,2011-2015
72069180902,Puerto Rico,Humacao,Low-Income Community,2011-2015
72071410100,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410200,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410300,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410401,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410402,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410500,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410600,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410701,Puerto Rico,Isabela,Low-Income Community,2011-2015
72071410702,Puerto Rico,Isabela,Low-Income Community,2011-2015
72073956000,Puerto Rico,Jayuya,Low-Income Community,2011-2015
72073956100,Puerto Rico,Jayuya,Low-Income Community,2011-2015
72073956200,Puerto Rico,Jayuya,Low-Income Community,2011-2015
72075710102,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710200,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710301,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710302,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710400,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710500,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710600,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710700,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710800,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710901,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075710902,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72075711002,Puerto Rico,Juana Díaz,Low-Income Community,2011-2015
72077500100,Puerto Rico,Juncos,Low-Income Community,2011-2015
72077500200,Puerto Rico,Juncos,Low-Income Community,2011-2015
72077500301,Puerto Rico,Juncos,Low-Income Community,2011-2015
72077500302,Puerto Rico,Juncos,Low-Income Community,2011-2015
72077500401,Puerto Rico,Juncos,Low-Income Community,2011-2015
72077500402,Puerto Rico,Juncos,Low-Income Community,2011-2015
72079850101,Puerto Rico,Lajas,Low-Income Community,2011-2015
72079850102,Puerto Rico,Lajas,Low-Income Community,2011-2015
72079850200,Puerto Rico,Lajas,Low-Income Community,2011-2015
72079850300,Puerto Rico,Lajas,Low-Income Community,2011-2015
72079850400,Puerto Rico,Lajas,Low-Income Community,2011-2015
72081957700,Puerto Rico,Lares,Low-Income Community,2011-2015
72081957800,Puerto Rico,Lares,Low-Income Community,2011-2015
72081957900,Puerto Rico,Lares,Low-Income Community,2011-2015
72081958000,Puerto Rico,Lares,Low-Income Community,2011-2015
72081958100,Puerto Rico,Lares,Low-Income Community,2011-2015
72081958200,Puerto Rico,Lares,Low-Income Community,2011-2015
72081958300,Puerto Rico,Lares,Low-Income Community,2011-2015
72081958400,Puerto Rico,Lares,Low-Income Community,2011-2015
72083959700,Puerto Rico,Las Marías,Low-Income Community,2011-2015
72083959800,Puerto Rico,Las Marías,Low-Income Community,2011-2015
72083959900,Puerto Rico,Las Marías,Low-Income Community,2011-2015
72085190101,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72085190102,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72085190201,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72085190202,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72085190301,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72085190302,Puerto Rico,Las Piedras,Low-Income Community,2011-2015
72087110101,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110102,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110200,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110301,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110302,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110303,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110304,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110400,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110500,Puerto Rico,Loíza,Low-Income Community,2011-2015
72087110600,Puerto Rico,Loíza,Low-Income Community,2011-2015
72089140101,Puerto Rico,Luquillo,Low-Income Community,2011-2015
72089140102,Puerto Rico,Luquillo,Low-Income Community,2011-2015
72089140201,Puerto Rico,Luquillo,Low-Income Community,2011-2015
72089140202,Puerto Rico,Luquillo,Low-Income Community,2011-2015
72089140300,Puerto Rico,Luquillo,Low-Income Community,2011-2015
72091570100,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570201,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570202,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570300,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570400,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570500,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570600,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570700,Puerto Rico,Manatí,Low-Income Community,2011-2015
72091570800,Puerto Rico,Manatí,Low-Income Community,2011-2015
72093960100,Puerto Rico,Maricao,Low-Income Community,2011-2015
72093960200,Puerto Rico,Maricao,Low-Income Community,2011-2015
72095951400,Puerto Rico,Maunabo,Low-Income Community,2011-2015
72095951500,Puerto Rico,Maunabo,Low-Income Community,2011-2015
72095951600,Puerto Rico,Maunabo,Low-Income Community,2011-2015
72097080100,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080200,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080300,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080400,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080500,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080600,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080800,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097080900,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081000,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081100,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081200,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081300,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081501,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081512,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081522,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081601,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081602,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081700,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081800,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097081900,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082001,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082012,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082022,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082102,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082103,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72097082104,Puerto Rico,Mayagüez,Low-Income Community,2011-2015
72099420100,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420200,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420301,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420302,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420401,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420402,Puerto Rico,Moca,Low-Income Community,2011-2015
72099420500,Puerto Rico,Moca,Low-Income Community,2011-2015
72101955201,Puerto Rico,Morovis,Low-Income Community,2011-2015
72101955202,Puerto Rico,Morovis,Low-Income Community,2011-2015
72101955300,Puerto Rico,Morovis,Low-Income Community,2011-2015
72101955401,Puerto Rico,Morovis,Low-Income Community,2011-2015
72101955402,Puerto Rico,Morovis,Low-Income Community,2011-2015
72101955500,Puerto Rico,Morovis,Low-Income Community,2011-2015
72103170100,Puerto Rico,Naguabo,Low-Income Community,2011-2015
72103170200,Puerto Rico,Naguabo,Low-Income Community,2011-2015
72103170300,Puerto Rico,Naguabo,Low-Income Community,2011-2015
72103170400,Puerto Rico,Naguabo,Low-Income Community,2011-2015
72105520100,Puerto Rico,Naranjito,Low-Income Community,2011-2015
72105520200,Puerto Rico,Naranjito,Low-Income Community,2011-2015
72105520300,Puerto Rico,Naranjito,Low-Income Community,2011-2015
72105520400,Puerto Rico,Naranjito,Low-Income Community,2011-2015
72105520500,Puerto Rico,Naranjito,Low-Income Community,2011-2015
72107954801,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107954802,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107954901,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107954902,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107955001,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107955002,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72107955100,Puerto Rico,Orocovis,Low-Income Community,2011-2015
72109290100,Puerto Rico,Patillas,Low-Income Community,2011-2015
72109290200,Puerto Rico,Patillas,Low-Income Community,2011-2015
72109290300,Puerto Rico,Patillas,Low-Income Community,2011-2015
72109290400,Puerto Rico,Patillas,Low-Income Community,2011-2015
72111730100,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72111730200,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72111730300,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72111730400,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72111730700,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72111730800,Puerto Rico,Peñuelas,Low-Income Community,2011-2015
72113070100,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070201,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070202,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070300,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070400,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070502,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070503,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070513,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070514,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070522,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070800,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113070900,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071000,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071200,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071300,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071401,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071402,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071500,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071601,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071602,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071700,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071800,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113071900,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072000,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072101,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072102,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072201,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072202,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072300,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072400,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072500,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072600,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072701,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072703,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072704,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113072900,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073001,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073002,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073003,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073004,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073005,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073006,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073009,Puerto Rico,Ponce,Low-Income Community,2011-2015
72113073010,Puerto Rico,Ponce,Low-Income Community,2011-2015
72115330100,Puerto Rico,Quebradillas,Low-Income Community,2011-2015
72115330200,Puerto Rico,Quebradillas,Low-Income Community,2011-2015
72115330300,Puerto Rico,Quebradillas,Low-Income Community,2011-2015
72115330400,Puerto Rico,Quebradillas,Low-Income Community,2011-2015
72117959400,Puerto Rico,Rincón,Low-Income Community,2011-2015
72117959500,Puerto Rico,Rincón,Low-Income Community,2011-2015
72117959600,Puerto Rico,Rincón,Low-Income Community,2011-2015
72119130101,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130102,Puerto Rico,Río Grande,Low-Income Community,2012-2016
72119130200,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130300,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130401,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130402,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130500,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130601,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130602,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130701,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72119130702,Puerto Rico,Río Grande,Low-Income Community,2011-2015
72121960300,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
72121960400,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
72121960500,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
72121960600,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
